month_year,loyalty_number,year,month,total_flights,distance,points_accumulated,points_redeemed,dollar_cost_points_redeemed,start_of_the_year,start_of_the_quarter,start_of_the_month
10-2018,332276,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,341904,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,350269,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,407233,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,436010,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,455941,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,477362,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,484718,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,522572,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,526867,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,539941,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,551313,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,555118,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,558258,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,561041,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,572663,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,577844,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,582166,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,597300,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,603674,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,612311,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,622794,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,636206,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,649961,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,678217,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,678991,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,707860,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,755406,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,787525,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,876243,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,883212,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,885357,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,894724,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,910028,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,994225,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,329094,2018,10,0,0,0.0,420,76,2018-01-01,2018-10-01,2018-10-01
10-2018,516519,2018,10,2,2818,4227.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,784710,2018,10,4,7556,11334.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,920954,2018,10,4,3200,4800.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,923268,2018,10,6,13482,20223.0,581,105,2018-01-01,2018-10-01,2018-10-01
10-2018,882725,2018,10,4,9488,9488.0,461,83,2018-01-01,2018-10-01,2018-10-01
10-2018,234922,2018,10,4,8836,8836.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,353369,2018,10,4,5172,5172.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,553089,2018,10,4,4700,4700.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,703621,2018,10,4,6172,6172.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,852323,2018,10,4,9108,9108.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,968370,2018,10,4,2816,2816.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,968828,2018,10,4,7004,7004.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,187838,2018,10,3,6864,6864.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,213545,2018,10,3,2568,2568.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,246187,2018,10,3,5790,5790.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,252679,2018,10,3,6516,6516.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,396446,2018,10,3,1872,1872.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,419732,2018,10,3,5412,5412.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,521431,2018,10,3,7296,7296.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,667692,2018,10,3,2292,2292.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,673934,2018,10,3,6183,6183.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,750152,2018,10,3,6849,6849.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,840376,2018,10,3,5064,5064.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,930848,2018,10,3,5349,5349.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,958059,2018,10,3,3489,3489.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,659637,2018,10,2,1838,1838.0,394,71,2018-01-01,2018-10-01,2018-10-01
10-2018,208553,2018,10,2,3684,3684.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,280087,2018,10,2,2238,2238.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,305150,2018,10,2,3262,3262.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,702884,2018,10,2,1516,1516.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,757834,2018,10,2,1692,1692.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,767728,2018,10,2,1934,1934.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,805170,2018,10,2,3560,3560.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,836523,2018,10,2,2008,2008.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,861336,2018,10,2,3934,3934.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,917972,2018,10,2,4130,4130.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,521217,2018,10,1,1132,1132.0,416,75,2018-01-01,2018-10-01,2018-10-01
10-2018,116948,2018,10,1,1848,1848.0,401,72,2018-01-01,2018-10-01,2018-10-01
10-2018,100737,2018,10,1,1049,1049.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,162472,2018,10,1,1514,1514.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,378267,2018,10,1,1327,1327.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,575030,2018,10,1,2272,2272.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,669501,2018,10,1,1284,1284.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,752704,2018,10,1,1062,1062.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,840088,2018,10,1,1221,1221.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,867840,2018,10,1,1108,1108.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,941865,2018,10,1,1482,1482.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,547699,2018,10,1,863,863.0,384,69,2018-01-01,2018-10-01,2018-10-01
10-2018,345657,2018,10,2,2410,3615.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,205111,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,205430,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,453165,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,554888,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,631200,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,855153,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,164211,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,183523,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,235872,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,236001,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,244367,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,263707,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,290445,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,309304,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,318537,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,334329,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,338212,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,349001,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,416091,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,453136,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,464166,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,478785,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,497106,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,504190,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,508795,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,519213,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,539705,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,565242,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,584782,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,617670,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,716371,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,736220,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,759518,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,789624,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,798352,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,815804,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,846718,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,855883,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,867624,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,946998,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,981691,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,999788,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,686509,2018,10,8,16000,24000.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,723457,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,815841,2018,10,6,3678,5517.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,919463,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,184755,2018,10,6,7494,11241.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,298181,2018,10,4,3504,3504.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,442418,2018,10,4,8392,8392.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,850821,2018,10,4,8736,8736.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,932363,2018,10,4,3060,3060.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,411298,2018,10,3,6381,6381.0,368,66,2018-01-01,2018-10-01,2018-10-01
10-2018,332077,2018,10,3,6138,6138.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,334454,2018,10,3,7335,7335.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,735964,2018,10,3,5679,5679.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,856667,2018,10,3,4521,4521.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,896790,2018,10,3,3450,3450.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,902192,2018,10,3,6168,6168.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,396996,2018,10,2,2976,2976.0,570,103,2018-01-01,2018-10-01,2018-10-01
10-2018,127350,2018,10,2,4008,4008.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,215651,2018,10,2,3006,3006.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,436805,2018,10,2,4436,4436.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,464220,2018,10,2,4088,4088.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,509714,2018,10,2,3880,3880.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,520091,2018,10,2,1394,1394.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,585978,2018,10,2,1202,1202.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,657748,2018,10,2,1110,1110.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,858196,2018,10,2,4546,4546.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,891790,2018,10,2,3850,3850.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,906468,2018,10,2,4500,4500.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,915147,2018,10,2,2744,2744.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,970746,2018,10,2,2938,2938.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,987425,2018,10,2,4696,4696.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,996745,2018,10,2,2814,2814.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,690862,2018,10,1,1767,1767.0,444,80,2018-01-01,2018-10-01,2018-10-01
10-2018,499518,2018,10,1,1686,1686.0,344,62,2018-01-01,2018-10-01,2018-10-01
10-2018,843672,2018,10,1,1889,1889.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,249019,2018,10,1,2080,2080.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,343383,2018,10,1,1341,1341.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,488675,2018,10,1,1822,1822.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,542002,2018,10,1,1527,1527.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,702542,2018,10,1,2247,2247.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,801146,2018,10,1,1791,1791.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,848615,2018,10,1,1904,1904.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,963814,2018,10,1,1232,1232.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,984115,2018,10,1,1884,1884.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,653441,2018,10,0,0,0.0,334,60,2018-01-01,2018-10-01,2018-10-01
10-2018,232555,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,285738,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,466953,2018,10,0,0,0.0,551,99,2018-01-01,2018-10-01,2018-10-01
10-2018,433300,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,707999,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,891413,2018,10,0,0,0.0,550,99,2018-01-01,2018-10-01,2018-10-01
10-2018,854835,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,106592,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,112142,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,170311,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,231273,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,240299,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,344232,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,415446,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,462638,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,494515,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,528332,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,531201,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,533388,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,549064,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,568681,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,583272,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,613546,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,618524,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,626211,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,628169,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,651210,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,666381,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,725835,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,728135,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,739767,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,741031,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,778393,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,780525,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,802958,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,819246,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,867757,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,893789,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,915156,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,944124,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,952322,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,963016,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,964206,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,971488,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,997121,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,871022,2018,10,4,6688,10032.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,969165,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,118418,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,161780,2018,10,6,11154,16731.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,176142,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,186593,2018,10,4,5784,5784.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,224298,2018,10,4,7600,7600.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,259342,2018,10,4,2312,2312.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,595215,2018,10,4,3504,3504.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,630071,2018,10,4,3284,3284.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,644769,2018,10,4,2272,2272.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,825239,2018,10,4,3672,3672.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,840135,2018,10,4,9356,9356.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,884040,2018,10,4,8564,8564.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,891012,2018,10,4,6584,6584.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,955666,2018,10,4,3524,3524.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,978654,2018,10,4,2464,2464.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,636965,2018,10,3,7353,7353.0,518,93,2018-01-01,2018-10-01,2018-10-01
10-2018,275298,2018,10,3,2361,2361.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,376299,2018,10,3,7110,7110.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,612955,2018,10,3,2304,2304.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,856654,2018,10,3,2439,2439.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,871203,2018,10,3,7428,7428.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,873945,2018,10,3,4689,4689.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,915948,2018,10,3,5358,5358.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,966920,2018,10,3,4272,4272.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,471204,2018,10,2,3390,3390.0,534,96,2018-01-01,2018-10-01,2018-10-01
10-2018,148487,2018,10,2,1160,1160.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,194722,2018,10,2,3802,3802.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,278307,2018,10,2,2588,2588.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,516491,2018,10,2,3372,3372.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,543852,2018,10,2,2872,2872.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,599372,2018,10,2,4262,4262.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,702528,2018,10,2,2792,2792.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,797120,2018,10,2,4518,4518.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,859730,2018,10,2,4198,4198.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,464256,2018,10,1,2386,2386.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,550434,2018,10,1,1040,1040.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,618226,2018,10,1,1096,1096.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,908844,2018,10,1,1665,1665.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,153656,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,252082,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,387721,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,403473,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,316308,2018,10,0,0,0.0,426,77,2018-01-01,2018-10-01,2018-10-01
10-2018,562510,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,836295,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,113363,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,130419,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,137944,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,228580,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,235092,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,298712,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,330249,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,348994,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,350001,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,364931,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,368073,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,394941,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,421252,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,431533,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,451469,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,468516,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,905634,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,503673,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,515023,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,534009,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,549132,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,572668,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,590098,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,686471,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,707152,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,787472,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,837517,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,842279,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,857682,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,924736,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,902277,2018,10,2,2524,3786.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,176480,2018,10,4,9244,9244.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,345615,2018,10,4,5248,5248.0,0,0,2018-01-01,2018-10-01,2018-10-01
